ward_number|ward_name|context|page|source_doc
2|Inadequate infrastructure for disease control|n a deplorable state • Industrial area in Luangwa ward 2 Inadequate infrastructure for disease control • Chinyanja, Muwowo East, Muwowo West and Luansanse, such as dip tanks, spray races Munga West, Munga North, Munyama, Kafulamase Mpima 3 Lack of cold storage facilities • All wards 4 Lack of a bulking centre • All wards 5 Lack of a local hatchery • All wards 42|60|IDP_MAIN
